customer_id,signup_date,churn_date,duration_days,churn_event,plan_type,region,channel
4150,2025-09-05,2025-12-31,117,0,Enterprise,EU,Referral
4151,2024-02-20,2025-12-31,680,0,Pro,EU,Organic
4152,2024-12-26,2025-12-31,370,0,Basic,SA,Affiliate
4153,2024-03-29,2025-12-31,642,0,Pro,NA,Email
4154,2023-05-30,2024-02-14,260,1,Basic,EU,Referral
4155,2025-01-28,2025-06-17,140,1,Basic,NA,Email
4156,2025-02-17,2025-12-31,317,0,Pro,MENA,Organic
4157,2025-08-30,2025-12-28,120,1,Basic,SA,Organic
4158,2025-02-01,2025-12-31,333,0,Basic,LATAM,Organic
4159,2025-09-28,2025-12-31,94,0,Pro,NA,Referral
4160,2023-03-17,2025-03-08,722,1,Basic,NA,Referral
4161,2024-08-21,2025-12-31,497,0,Enterprise,EU,Ads
4162,2023-08-13,2025-03-03,568,1,Basic,APAC,Ads
4163,2023-04-23,2025-12-31,983,0,Pro,NA,Ads
4164,2023-09-08,2024-01-16,130,1,Basic,SA,Email
4165,2025-04-20,2025-11-26,220,1,Basic,LATAM,Ads
4166,2024-12-14,2025-12-31,382,0,Basic,NA,Organic
4167,2023-05-05,2023-05-13,8,1,Pro,EU,Referral
4168,2025-12-28,2025-12-31,3,0,Pro,APAC,Organic
4169,2025-12-06,2025-12-31,25,0,Pro,NA,Ads
4170,2025-06-02,2025-12-31,212,0,Enterprise,NA,Referral
4171,2023-01-30,2023-03-16,45,1,Pro,APAC,Email
4172,2023-10-08,2024-03-05,149,1,Basic,MENA,Social
4173,2025-07-12,2025-12-31,172,0,Pro,SA,Social
4174,2024-01-03,2025-04-15,468,1,Basic,NA,Ads
4175,2024-05-09,2025-03-05,300,1,Basic,LATAM,Social
4176,2025-11-14,2025-12-31,47,0,Basic,EU,Affiliate
4177,2024-12-18,2025-04-14,117,1,Basic,NA,Ads
4178,2025-10-13,2025-12-31,79,0,Pro,APAC,Referral
4179,2024-08-28,2024-10-28,61,1,Basic,SA,Ads
4180,2024-01-10,2025-09-01,600,1,Pro,NA,Organic
4181,2024-09-30,2025-01-14,106,1,Enterprise,NA,Ads
4182,2025-11-14,2025-12-31,47,0,Basic,APAC,Social
4183,2023-04-26,2023-09-07,134,1,Pro,NA,Ads
4184,2023-02-17,2024-03-26,403,1,Pro,LATAM,Referral
4185,2023-04-09,2023-08-10,123,1,Basic,APAC,Referral
4186,2024-02-09,2025-12-31,691,0,Pro,LATAM,Email
4187,2024-11-15,2025-12-31,411,0,Basic,NA,Affiliate
4188,2025-06-21,2025-12-17,179,1,Basic,LATAM,Ads
4189,2024-05-17,2024-06-04,18,1,Basic,EU,Referral
4190,2025-06-12,2025-12-31,202,0,Basic,NA,Email
4191,2023-09-15,2025-12-31,838,0,Basic,MENA,Organic
4192,2025-04-23,2025-05-13,20,1,Basic,APAC,Ads
4193,2023-05-01,2024-04-07,342,1,Basic,NA,Organic
4194,2025-03-20,2025-12-31,286,0,Pro,NA,Ads
4195,2025-09-04,2025-12-31,118,0,Pro,NA,Organic
4196,2023-02-23,2023-11-15,265,1,Basic,SA,Social
4197,2025-10-15,2025-12-31,77,0,Basic,LATAM,Email
4198,2025-02-22,2025-12-31,312,0,Basic,NA,Referral
4199,2023-08-29,2025-12-31,855,0,Pro,EU,Referral
4200,2024-04-27,2025-05-04,372,1,Basic,NA,Email
4201,2025-10-09,2025-12-31,83,0,Basic,APAC,Ads
4202,2023-07-06,2023-10-25,111,1,Basic,NA,Referral
4203,2024-10-17,2025-12-31,440,0,Pro,NA,Social
4204,2023-09-19,2024-02-01,135,1,Basic,APAC,Ads
4205,2025-08-10,2025-12-31,143,0,Basic,LATAM,Organic
4206,2024-05-05,2024-12-13,222,1,Pro,APAC,Social
4207,2024-03-06,2024-04-26,51,1,Pro,MENA,Ads
4208,2023-08-27,2025-03-25,576,1,Pro,MENA,Social
4209,2023-10-31,2024-08-13,287,1,Basic,APAC,Email
4210,2023-10-25,2023-12-29,65,1,Pro,NA,Ads
4211,2023-03-17,2024-12-21,645,1,Basic,APAC,Organic
4212,2025-09-25,2025-12-31,97,0,Basic,NA,Email
4213,2024-10-03,2025-05-04,213,1,Basic,NA,Social
4214,2025-04-06,2025-12-12,250,1,Basic,APAC,Organic
4215,2023-10-10,2024-03-30,172,1,Basic,LATAM,Referral
4216,2024-08-13,2025-02-24,195,1,Basic,EU,Ads
4217,2023-03-13,2023-04-01,19,1,Basic,EU,Ads
4218,2024-12-03,2025-04-07,125,1,Basic,EU,Referral
4219,2024-07-28,2025-01-12,168,1,Pro,EU,Affiliate
4220,2025-09-26,2025-12-31,96,0,Basic,EU,Organic
4221,2025-06-10,2025-12-31,204,0,Enterprise,APAC,Organic
4222,2023-01-12,2023-09-01,232,1,Basic,APAC,Email
4223,2023-05-21,2024-03-18,302,1,Basic,SA,Ads
4224,2023-01-17,2023-05-15,118,1,Basic,EU,Ads
4225,2025-12-22,2025-12-31,9,0,Pro,NA,Social
4226,2023-09-10,2025-02-14,523,1,Pro,APAC,Organic
4227,2024-04-09,2025-12-31,631,0,Enterprise,EU,Affiliate
4228,2024-01-11,2024-02-17,37,1,Basic,LATAM,Ads
4229,2025-09-07,2025-11-20,74,1,Basic,NA,Affiliate
4230,2024-06-03,2024-06-29,26,1,Pro,APAC,Referral
4231,2023-03-31,2023-10-31,214,1,Pro,EU,Referral
4232,2024-12-20,2025-11-04,319,1,Enterprise,EU,Social
4233,2025-03-14,2025-12-31,292,0,Basic,EU,Referral
4234,2025-03-06,2025-12-31,300,0,Pro,APAC,Ads
4235,2024-09-21,2025-04-16,207,1,Basic,LATAM,Organic
4236,2023-03-17,2023-07-22,127,1,Basic,NA,Ads
4237,2025-07-14,2025-12-31,170,0,Basic,NA,Social
4238,2024-02-04,2025-03-25,415,1,Pro,EU,Ads
4239,2025-08-27,2025-12-31,126,0,Pro,NA,Email
4240,2025-12-30,2025-12-31,1,0,Basic,EU,Referral
4241,2025-03-07,2025-08-28,174,1,Basic,NA,Social
4242,2023-07-14,2023-12-06,145,1,Basic,NA,Ads
4243,2023-08-16,2023-10-12,57,1,Basic,NA,Referral
4244,2024-04-05,2024-06-17,73,1,Basic,SA,Email
4245,2024-09-09,2025-07-05,299,1,Basic,LATAM,Ads
4246,2025-11-10,2025-12-31,51,0,Pro,LATAM,Ads
4247,2023-03-05,2023-04-27,53,1,Basic,EU,Referral
4248,2023-06-14,2023-07-31,47,1,Basic,EU,Email
4249,2023-01-27,2023-05-01,94,1,Enterprise,NA,Organic
4250,2025-10-08,2025-12-31,84,0,Basic,NA,Email
4251,2023-10-12,2025-07-03,630,1,Pro,LATAM,Ads
4252,2023-10-08,2025-07-28,659,1,Basic,EU,Affiliate
4253,2025-04-17,2025-12-31,258,0,Enterprise,SA,Organic
4254,2025-04-10,2025-12-31,265,0,Basic,EU,Ads
4255,2025-07-06,2025-12-31,178,0,Pro,EU,Email
4256,2023-08-12,2024-04-03,235,1,Basic,NA,Ads
4257,2025-02-22,2025-12-31,312,0,Enterprise,MENA,Ads
4258,2025-08-22,2025-11-09,79,1,Basic,EU,Ads
4259,2025-08-07,2025-12-31,146,0,Basic,NA,Ads
4260,2025-11-19,2025-12-31,42,0,Basic,NA,Organic
4261,2023-02-14,2025-12-01,1021,1,Enterprise,APAC,Ads
4262,2024-04-15,2024-07-31,107,1,Pro,NA,Ads
4263,2023-02-03,2025-08-13,922,1,Basic,NA,Social
4264,2024-10-14,2025-02-28,137,1,Basic,EU,Ads
4265,2025-04-09,2025-12-13,248,1,Basic,NA,Affiliate
4266,2023-08-09,2024-04-13,248,1,Basic,EU,Referral
4267,2024-06-17,2024-07-31,44,1,Basic,NA,Email
4268,2024-11-22,2025-05-19,178,1,Enterprise,EU,Social
4269,2025-07-20,2025-12-31,164,0,Pro,EU,Email
4270,2025-04-20,2025-12-31,255,0,Enterprise,NA,Ads
4271,2025-10-07,2025-11-20,44,1,Basic,EU,Email
4272,2024-08-04,2025-06-07,307,1,Pro,EU,Organic
4273,2023-08-27,2023-10-19,53,1,Basic,APAC,Organic
4274,2024-03-16,2024-12-08,267,1,Basic,APAC,Ads
4275,2023-05-28,2023-06-05,8,1,Basic,LATAM,Social
4276,2025-10-29,2025-12-31,63,0,Basic,APAC,Organic
4277,2024-01-23,2025-12-31,708,0,Enterprise,NA,Email
4278,2025-12-09,2025-12-31,22,0,Basic,EU,Organic
4279,2025-07-04,2025-09-25,83,1,Pro,APAC,Affiliate
4280,2024-09-29,2025-12-31,458,0,Pro,LATAM,Email
4281,2023-10-05,2024-04-21,199,1,Basic,NA,Email
4282,2025-09-15,2025-11-12,58,1,Basic,NA,Referral
4283,2024-08-11,2025-12-31,507,0,Basic,LATAM,Referral
4284,2024-10-10,2025-12-31,447,0,Basic,EU,Organic
4285,2024-09-09,2024-12-25,107,1,Pro,EU,Organic
4286,2023-05-15,2024-06-07,389,1,Enterprise,EU,Email
4287,2024-08-02,2025-03-25,235,1,Basic,NA,Ads
4288,2024-05-04,2024-05-23,19,1,Enterprise,APAC,Organic
4289,2024-04-22,2024-10-27,188,1,Basic,LATAM,Ads
4290,2024-01-19,2024-05-14,116,1,Basic,LATAM,Ads
4291,2023-06-12,2025-06-11,730,1,Basic,NA,Ads
4292,2024-03-16,2024-05-26,71,1,Basic,APAC,Ads
4293,2024-02-19,2024-08-22,185,1,Basic,NA,Organic
4294,2023-10-15,2023-12-18,64,1,Basic,SA,Email
4295,2023-07-06,2023-08-13,38,1,Basic,EU,Ads
4296,2023-05-10,2023-11-25,199,1,Basic,APAC,Referral
4297,2023-07-13,2025-03-22,618,1,Basic,APAC,Organic
4298,2023-11-12,2024-05-03,173,1,Basic,SA,Affiliate
4299,2023-05-24,2023-08-07,75,1,Basic,SA,Organic
4300,2023-01-16,2023-01-26,10,1,Basic,NA,Referral
4301,2024-02-27,2025-04-16,414,1,Pro,EU,Social
4302,2023-09-02,2024-03-11,191,1,Basic,EU,Ads
4303,2025-07-15,2025-10-09,86,1,Basic,NA,Social
4304,2023-05-09,2023-12-30,235,1,Pro,MENA,Organic
4305,2025-06-25,2025-10-27,124,1,Basic,NA,Organic
4306,2025-06-05,2025-12-31,209,0,Pro,NA,Ads
4307,2023-12-07,2024-04-13,128,1,Basic,NA,Ads
4308,2023-01-04,2023-07-01,178,1,Basic,EU,Ads
4309,2023-11-02,2025-12-31,790,0,Basic,LATAM,Organic
4310,2025-06-26,2025-12-31,188,0,Basic,APAC,Organic
4311,2024-08-29,2025-12-31,489,0,Pro,NA,Organic
4312,2025-09-18,2025-12-31,104,0,Basic,NA,Email
4313,2023-11-17,2024-09-16,304,1,Enterprise,SA,Ads
4314,2024-07-12,2025-12-31,537,0,Basic,NA,Referral
4315,2024-09-09,2025-12-31,478,0,Enterprise,SA,Referral
4316,2024-12-11,2025-02-14,65,1,Basic,MENA,Affiliate
4317,2024-06-14,2024-09-28,106,1,Basic,APAC,Social
4318,2024-02-14,2024-08-12,180,1,Basic,MENA,Organic
4319,2025-03-28,2025-09-15,171,1,Basic,NA,Ads
4320,2024-05-07,2025-03-16,313,1,Pro,MENA,Ads
4321,2023-01-12,2023-01-26,14,1,Basic,NA,Organic
4322,2023-07-14,2023-08-19,36,1,Pro,EU,Organic
4323,2024-05-04,2024-12-21,231,1,Basic,EU,Affiliate
4324,2025-03-05,2025-12-31,301,0,Pro,EU,Organic
4325,2025-05-30,2025-12-31,215,0,Basic,NA,Organic
4326,2023-07-01,2024-05-10,314,1,Pro,APAC,Ads
4327,2025-08-19,2025-08-27,8,1,Basic,APAC,Ads
4328,2024-10-17,2024-12-20,64,1,Enterprise,SA,Organic
4329,2024-11-24,2025-12-31,402,0,Enterprise,EU,Organic
4330,2023-01-30,2023-05-20,110,1,Pro,EU,Email
4331,2025-02-16,2025-12-26,313,1,Basic,MENA,Email
4332,2024-03-19,2024-09-04,169,1,Basic,MENA,Ads
4333,2023-10-25,2024-01-07,74,1,Basic,APAC,Social
4334,2025-03-18,2025-12-31,288,0,Enterprise,LATAM,Social
4335,2025-04-24,2025-12-31,251,0,Enterprise,EU,Referral
4336,2025-10-12,2025-12-31,80,0,Basic,EU,Affiliate
4337,2024-07-07,2025-12-31,542,0,Basic,LATAM,Email
4338,2023-10-30,2024-06-12,226,1,Pro,APAC,Referral
4339,2024-02-25,2024-08-14,171,1,Basic,NA,Ads
4340,2023-07-04,2024-10-14,468,1,Basic,NA,Organic
4341,2024-04-12,2025-12-31,628,0,Enterprise,EU,Ads
4342,2025-01-23,2025-08-04,193,1,Pro,LATAM,Social
4343,2023-12-29,2024-01-13,15,1,Enterprise,NA,Affiliate
4344,2023-12-02,2025-07-22,598,1,Basic,APAC,Referral
4345,2023-06-11,2023-10-30,141,1,Basic,EU,Organic
4346,2023-01-12,2024-01-31,384,1,Pro,NA,Email
4347,2024-08-10,2024-08-28,18,1,Basic,NA,Ads
4348,2023-07-20,2024-05-16,301,1,Basic,MENA,Referral
4349,2024-06-05,2025-07-10,400,1,Pro,NA,Ads
4350,2024-05-19,2024-07-18,60,1,Enterprise,NA,Ads
4351,2025-02-26,2025-08-24,179,1,Basic,NA,Ads
4352,2025-11-28,2025-12-31,33,0,Basic,NA,Ads
4353,2023-03-01,2023-06-14,105,1,Basic,NA,Ads
4354,2024-07-31,2025-12-31,518,0,Basic,EU,Social
4355,2023-11-17,2025-12-31,775,0,Basic,EU,Organic
4356,2025-07-11,2025-12-31,173,0,Basic,EU,Organic
4357,2024-07-22,2024-10-06,76,1,Basic,NA,Organic
4358,2024-06-10,2025-12-07,545,1,Pro,APAC,Referral
4359,2024-06-07,2025-11-17,528,1,Basic,NA,Ads
4360,2024-09-04,2024-12-31,118,1,Basic,MENA,Ads
4361,2023-05-05,2024-05-01,362,1,Pro,NA,Referral
4362,2025-05-20,2025-12-31,225,0,Basic,LATAM,Ads
4363,2023-10-07,2025-12-31,816,0,Enterprise,EU,Organic
4364,2025-07-05,2025-12-31,179,0,Pro,EU,Ads
4365,2024-09-13,2025-12-31,474,0,Enterprise,EU,Email
4366,2025-04-25,2025-12-31,250,0,Basic,EU,Email
4367,2024-11-04,2025-01-07,64,1,Basic,APAC,Email
4368,2023-11-10,2024-07-03,236,1,Basic,APAC,Organic
4369,2023-11-28,2025-10-03,675,1,Enterprise,LATAM,Organic
4370,2023-02-05,2025-12-31,1060,0,Basic,EU,Organic
4371,2025-11-11,2025-12-31,50,0,Basic,NA,Social
4372,2023-07-25,2023-12-20,148,1,Pro,SA,Email
4373,2024-09-30,2025-11-05,401,1,Basic,APAC,Ads
4374,2025-04-27,2025-11-25,212,1,Pro,EU,Affiliate
4375,2024-03-15,2024-04-24,40,1,Enterprise,SA,Ads
4376,2024-12-29,2025-12-31,367,0,Enterprise,SA,Affiliate
4377,2025-07-29,2025-08-23,25,1,Basic,NA,Referral
4378,2023-06-13,2025-12-17,918,1,Basic,NA,Social
4379,2023-05-28,2024-09-09,470,1,Basic,NA,Ads
4380,2023-10-21,2024-09-29,344,1,Basic,APAC,Organic
4381,2023-07-14,2025-11-15,855,1,Pro,APAC,Ads
4382,2024-10-24,2025-01-19,87,1,Pro,APAC,Ads
4383,2024-04-24,2024-10-21,180,1,Pro,APAC,Referral
4384,2023-05-03,2023-12-03,214,1,Basic,NA,Organic
4385,2024-11-29,2025-12-31,397,0,Pro,NA,Ads
4386,2025-08-22,2025-08-25,3,1,Basic,MENA,Organic
4387,2024-10-22,2024-12-16,55,1,Basic,MENA,Social
4388,2024-12-10,2025-12-31,386,0,Pro,NA,Ads
4389,2024-01-31,2024-05-19,109,1,Basic,NA,Affiliate
4390,2025-06-30,2025-12-31,184,0,Pro,EU,Organic
4391,2025-10-01,2025-12-31,91,0,Basic,NA,Organic
4392,2023-11-13,2025-09-13,670,1,Basic,NA,Social
4393,2024-11-11,2025-12-31,415,0,Basic,EU,Referral
4394,2024-05-09,2024-07-03,55,1,Pro,NA,Organic
4395,2024-07-09,2025-09-14,432,1,Basic,APAC,Email
4396,2024-09-01,2025-08-29,362,1,Pro,MENA,Email
4397,2023-04-19,2025-12-31,987,0,Pro,MENA,Referral
4398,2024-01-07,2024-01-28,21,1,Basic,APAC,Affiliate
4399,2025-05-04,2025-05-05,1,1,Pro,APAC,Organic
4400,2024-09-07,2025-12-31,480,0,Pro,EU,Affiliate
4401,2025-02-06,2025-12-31,328,0,Pro,NA,Organic
4402,2023-07-25,2023-11-04,102,1,Pro,APAC,Social
4403,2025-04-26,2025-12-31,249,0,Basic,NA,Ads
4404,2023-02-12,2024-05-05,448,1,Basic,NA,Organic
4405,2025-05-14,2025-12-31,231,0,Pro,EU,Organic
4406,2025-02-23,2025-12-31,311,0,Basic,NA,Ads
4407,2024-04-20,2025-12-31,620,0,Pro,LATAM,Organic
4408,2023-03-24,2025-01-10,658,1,Basic,MENA,Email
4409,2023-07-09,2023-11-12,126,1,Basic,NA,Organic
4410,2025-03-10,2025-10-03,207,1,Basic,NA,Ads
4411,2025-07-24,2025-08-14,21,1,Basic,NA,Referral
4412,2023-09-08,2023-10-04,26,1,Basic,MENA,Referral
4413,2023-10-18,2025-12-31,805,0,Pro,NA,Referral
4414,2023-11-22,2023-12-11,19,1,Basic,EU,Organic
4415,2025-04-16,2025-11-25,223,1,Basic,NA,Ads
4416,2024-05-22,2025-12-31,588,0,Basic,EU,Ads
4417,2024-12-31,2025-03-24,83,1,Basic,APAC,Organic
4418,2023-03-13,2023-08-24,164,1,Basic,EU,Ads
4419,2024-10-02,2025-12-31,455,0,Pro,APAC,Referral
4420,2025-07-28,2025-12-31,156,0,Pro,APAC,Organic
4421,2024-08-30,2025-04-22,235,1,Pro,EU,Organic
4422,2024-07-19,2025-12-31,530,0,Basic,APAC,Organic
4423,2023-02-23,2023-09-03,192,1,Basic,LATAM,Organic
4424,2024-06-11,2025-02-20,254,1,Pro,APAC,Email
4425,2024-09-02,2024-09-09,7,1,Basic,APAC,Social
4426,2023-07-12,2025-07-10,729,1,Basic,APAC,Organic
4427,2023-02-27,2025-12-31,1038,0,Pro,NA,Referral
4428,2023-05-09,2025-04-17,709,1,Pro,SA,Social
4429,2024-12-06,2025-12-31,390,0,Basic,NA,Ads
4430,2025-05-01,2025-12-31,244,0,Basic,NA,Affiliate
4431,2023-01-08,2023-11-22,318,1,Basic,EU,Social
4432,2023-01-29,2024-09-26,606,1,Basic,NA,Ads
4433,2025-08-04,2025-12-31,149,0,Basic,EU,Social
4434,2023-05-11,2023-06-07,27,1,Basic,NA,Organic
4435,2023-07-07,2024-11-07,489,1,Basic,MENA,Email
4436,2024-12-09,2025-02-25,78,1,Pro,LATAM,Social
4437,2023-07-31,2024-03-06,219,1,Pro,EU,Social
4438,2023-10-03,2025-12-31,820,0,Pro,EU,Organic
4439,2023-08-31,2024-03-15,197,1,Basic,NA,Referral
4440,2025-09-13,2025-12-31,109,0,Basic,LATAM,Ads
4441,2024-11-15,2025-12-31,411,0,Basic,EU,Referral
4442,2023-06-20,2025-12-31,925,0,Basic,NA,Organic
4443,2024-10-14,2025-01-23,101,1,Enterprise,SA,Organic
4444,2023-07-07,2023-11-24,140,1,Pro,APAC,Ads
4445,2023-02-21,2024-09-14,571,1,Basic,NA,Affiliate
4446,2023-04-21,2025-03-01,680,1,Basic,LATAM,Referral
4447,2025-05-26,2025-12-31,219,0,Basic,APAC,Organic
4448,2025-12-02,2025-12-31,29,0,Basic,EU,Ads
4449,2023-07-30,2023-11-22,115,1,Basic,NA,Email
4450,2025-05-07,2025-12-31,238,0,Basic,EU,Organic
4451,2024-09-18,2025-12-31,469,0,Basic,APAC,Organic
4452,2025-11-15,2025-12-31,46,0,Basic,NA,Ads
4453,2023-10-26,2023-12-11,46,1,Pro,NA,Ads
4454,2025-07-12,2025-12-31,172,0,Basic,APAC,Organic
4455,2023-05-17,2025-03-26,679,1,Pro,EU,Ads
4456,2025-11-09,2025-12-05,26,1,Basic,MENA,Ads
4457,2024-03-15,2025-10-13,577,1,Pro,LATAM,Referral
4458,2023-07-30,2025-12-31,885,0,Basic,MENA,Referral
4459,2025-01-21,2025-02-08,18,1,Basic,EU,Organic
4460,2024-03-10,2025-12-31,661,0,Basic,APAC,Referral
4461,2025-02-18,2025-12-31,316,0,Basic,NA,Ads
4462,2024-03-14,2024-04-04,21,1,Basic,NA,Social
4463,2024-10-27,2025-12-31,430,0,Basic,APAC,Ads
4464,2025-12-01,2025-12-31,30,0,Pro,APAC,Email
4465,2024-02-15,2024-02-29,14,1,Basic,EU,Referral
4466,2025-03-16,2025-07-14,120,1,Basic,EU,Ads
4467,2024-09-01,2024-12-11,101,1,Basic,NA,Ads
4468,2024-03-02,2024-06-14,104,1,Basic,NA,Organic
4469,2025-06-20,2025-12-31,194,0,Pro,LATAM,Referral
4470,2025-07-30,2025-12-31,154,0,Enterprise,NA,Email
4471,2025-01-11,2025-04-24,103,1,Basic,EU,Ads
4472,2023-11-24,2024-04-07,135,1,Basic,LATAM,Email
4473,2023-02-21,2025-12-31,1044,0,Pro,NA,Organic
4474,2024-01-11,2025-08-19,586,1,Basic,NA,Referral
4475,2023-09-20,2023-10-26,36,1,Pro,APAC,Referral
4476,2023-09-24,2025-12-31,829,0,Enterprise,NA,Ads
4477,2023-12-25,2025-05-28,520,1,Pro,EU,Ads
4478,2024-10-13,2025-01-07,86,1,Basic,APAC,Email
4479,2023-02-15,2023-05-30,104,1,Pro,EU,Referral
4480,2024-08-22,2025-10-28,432,1,Enterprise,APAC,Affiliate
4481,2024-12-20,2025-04-20,121,1,Pro,SA,Affiliate
4482,2024-08-23,2025-12-31,495,0,Basic,MENA,Referral
4483,2024-01-16,2024-07-08,174,1,Enterprise,EU,Organic
4484,2023-04-28,2025-12-31,978,0,Enterprise,EU,Referral
4485,2023-04-26,2025-04-06,711,1,Enterprise,EU,Ads
4486,2023-09-17,2024-07-23,310,1,Basic,NA,Ads
4487,2023-11-01,2025-11-26,756,1,Pro,EU,Social
4488,2023-01-07,2024-01-06,364,1,Pro,NA,Email
4489,2024-01-01,2024-05-24,144,1,Basic,NA,Referral
4490,2024-06-06,2024-11-04,151,1,Basic,APAC,Organic
4491,2024-03-04,2024-09-11,191,1,Pro,NA,Ads
4492,2025-03-01,2025-12-31,305,0,Pro,APAC,Organic
4493,2025-01-16,2025-12-31,349,0,Pro,EU,Referral
4494,2024-01-02,2024-09-07,249,1,Basic,LATAM,Email
4495,2023-11-09,2024-06-30,234,1,Basic,APAC,Social
4496,2024-06-21,2024-07-08,17,1,Basic,NA,Ads
4497,2025-07-09,2025-12-31,175,0,Pro,EU,Email
4498,2025-12-13,2025-12-31,18,0,Basic,APAC,Social
4499,2025-05-14,2025-12-31,231,0,Pro,NA,Ads
4500,2025-02-20,2025-02-28,8,1,Pro,NA,Ads
4501,2023-11-30,2025-12-31,762,0,Enterprise,EU,Ads
4502,2025-03-08,2025-12-31,298,0,Basic,NA,Organic
4503,2023-12-14,2025-02-22,436,1,Pro,EU,Ads
4504,2023-09-30,2024-07-23,297,1,Enterprise,NA,Affiliate
4505,2025-08-20,2025-12-31,133,0,Pro,MENA,Referral
4506,2024-12-20,2025-05-24,155,1,Basic,NA,Email
4507,2024-05-14,2025-10-25,529,1,Basic,MENA,Referral
4508,2024-11-15,2025-09-14,303,1,Pro,NA,Organic
4509,2023-03-20,2024-11-18,609,1,Basic,APAC,Ads
4510,2024-09-13,2025-02-15,155,1,Pro,NA,Organic
4511,2025-08-04,2025-12-31,149,0,Pro,APAC,Affiliate
4512,2023-12-24,2025-04-15,478,1,Enterprise,NA,Email
4513,2024-09-09,2025-12-31,478,0,Basic,LATAM,Organic
4514,2024-05-21,2024-12-06,199,1,Pro,EU,Affiliate
4515,2024-07-29,2024-11-01,95,1,Basic,NA,Ads
4516,2023-09-01,2024-11-20,446,1,Basic,EU,Ads
4517,2024-05-20,2024-11-15,179,1,Basic,APAC,Email
4518,2024-02-26,2025-05-09,438,1,Pro,NA,Ads
4519,2023-08-05,2025-12-31,879,0,Pro,APAC,Referral
4520,2025-10-05,2025-12-31,87,0,Basic,EU,Affiliate
4521,2023-11-26,2024-07-10,227,1,Basic,NA,Affiliate
4522,2024-10-11,2025-09-24,348,1,Pro,APAC,Social
4523,2024-01-26,2025-12-31,705,0,Pro,NA,Referral
4524,2024-01-16,2025-12-31,715,0,Pro,EU,Referral
4525,2025-01-11,2025-12-31,354,0,Enterprise,EU,Affiliate
4526,2025-03-30,2025-12-31,276,0,Pro,NA,Organic
4527,2024-11-03,2024-11-14,11,1,Basic,NA,Organic
4528,2024-05-27,2024-07-11,45,1,Basic,EU,Affiliate
4529,2025-08-06,2025-09-20,45,1,Basic,EU,Organic
4530,2025-07-18,2025-12-31,166,0,Pro,NA,Referral
4531,2025-07-01,2025-07-17,16,1,Basic,NA,Organic
4532,2024-10-05,2025-07-19,287,1,Pro,NA,Ads
4533,2024-03-02,2025-12-31,669,0,Basic,EU,Referral
4534,2024-05-16,2025-04-08,327,1,Enterprise,NA,Affiliate
4535,2024-12-30,2025-12-31,366,0,Pro,APAC,Referral
4536,2023-03-12,2023-04-09,28,1,Basic,NA,Ads
4537,2024-04-22,2024-05-12,20,1,Basic,APAC,Ads
4538,2024-04-01,2025-07-09,464,1,Basic,NA,Referral
4539,2023-07-08,2023-07-14,6,1,Pro,NA,Organic
4540,2023-10-18,2025-07-12,633,1,Pro,EU,Organic
4541,2025-07-08,2025-09-25,79,1,Pro,NA,Organic
4542,2023-10-19,2025-07-10,630,1,Basic,NA,Ads
4543,2025-01-25,2025-12-31,340,0,Basic,MENA,Organic
4544,2024-01-12,2024-04-14,93,1,Basic,NA,Organic
4545,2024-05-22,2024-08-05,75,1,Basic,NA,Ads
4546,2024-06-11,2024-06-21,10,1,Basic,NA,Ads
4547,2024-07-12,2025-12-31,537,0,Basic,SA,Affiliate
4548,2025-11-20,2025-12-05,15,1,Basic,NA,Ads
4549,2023-09-17,2024-08-22,340,1,Pro,NA,Email
4550,2024-02-25,2025-12-31,675,0,Pro,NA,Email
4551,2023-10-31,2024-01-02,63,1,Basic,APAC,Email
4552,2025-07-30,2025-12-31,154,0,Pro,EU,Ads
4553,2025-11-28,2025-12-31,33,0,Basic,EU,Organic
4554,2024-06-25,2024-11-04,132,1,Basic,LATAM,Social
4555,2025-12-25,2025-12-31,6,0,Enterprise,EU,Ads
4556,2023-04-18,2023-05-17,29,1,Basic,SA,Referral
4557,2023-09-25,2023-11-11,47,1,Basic,APAC,Social
4558,2023-08-10,2025-06-24,684,1,Basic,EU,Referral
4559,2024-11-23,2024-12-25,32,1,Basic,NA,Affiliate
4560,2023-09-12,2025-12-31,841,0,Pro,APAC,Organic
4561,2023-09-10,2023-12-29,110,1,Basic,EU,Organic
4562,2023-09-14,2023-11-23,70,1,Basic,EU,Referral
4563,2024-01-18,2025-02-25,404,1,Pro,LATAM,Referral
4564,2024-03-17,2024-07-12,117,1,Basic,NA,Social
4565,2024-08-21,2024-09-19,29,1,Basic,APAC,Social
4566,2024-01-25,2025-12-31,706,0,Enterprise,EU,Email
4567,2024-08-04,2025-12-31,514,0,Basic,NA,Email
4568,2025-12-03,2025-12-04,1,1,Pro,EU,Referral
4569,2024-08-20,2025-12-31,498,0,Enterprise,EU,Ads
4570,2023-01-19,2024-02-01,378,1,Basic,LATAM,Affiliate
4571,2024-08-29,2025-12-31,489,0,Basic,EU,Ads
4572,2023-02-02,2023-12-02,303,1,Basic,LATAM,Ads
4573,2025-05-11,2025-11-12,185,1,Pro,EU,Affiliate
4574,2023-06-04,2024-07-12,404,1,Basic,EU,Email
4575,2025-06-23,2025-12-09,169,1,Pro,EU,Social
4576,2024-02-09,2024-06-25,137,1,Enterprise,NA,Organic
4577,2025-04-23,2025-12-31,252,0,Pro,EU,Organic
